1.772677873581589292e-01,4.646443075869621797e-01,6.827453746367759813e-01,3.559437816217528860e-01,2.947715153471770766e-02,9.198194296344870402e-01,3.428502121895496746e+00,2.237657715977916517e+00,3.264792091614919789e-01,8.152501687631785732e-02,1.930175268513006914e-02,7.621039068056445487e-03,2.424558746349633753e-02
3.738619093108151437e-01,3.432711716263816548e-01,3.375525442783892105e-01,2.683465811065027795e-01,3.415547336320685218e-02,8.229108744020589006e-01,1.709448576208991266e+00,1.458053000767403740e+00,3.859151691444925869e-02,8.744403153822222219e-02,1.925343268048741729e-02,9.303401066193135380e-03,1.603626181525189681e-02
2.638779732814053869e-01,1.085155804687962799e-01,1.107625121060116097e-01,1.810739317513991309e-01,6.020363535315880615e-02,9.195948967857640044e-01,4.295396708482373538e-01,3.521051321634335318e-01,3.094154160392689201e-01,9.074903113563048684e-02,1.990207710281395592e-02,1.702317430733487832e-02,1.606679445795618222e-02
2.922709732359892731e-01,1.011939676914004882e-01,1.661554439773038072e-01,3.364287952061861819e-01,1.934956030905581326e-01,1.144453393364781801e+00,9.285305681809685741e-01,7.189685546347462930e-02,2.715542159436796221e-01,8.435209374667876348e-02,7.349307220013964748e-02,3.238537168521012088e-02,2.422406421416477967e-02
6.295268645193933255e-01,8.215757012415613181e-01,6.810714910764718022e-01,6.108945367661539061e-01,1.061253889283119811e+00,1.796603291087438325e+00,2.265838808755296974e+00,4.771146692657433214e-02,1.328473743307893029e-01,6.681773606407408195e-02,2.235371581197538315e-01,1.958427899851820919e-01,2.122410250450647851e-01
7.106993614228457323e-01,1.330623907473782008e+00,8.407429158344780218e-01,6.490940977095802644e-01,1.004488300135607082e+00,1.996341618951609220e+00,3.795333296584063376e+00,3.297187660066119297e-01,7.938020684327296017e-02,1.115061104789780710e-01,4.058504154433487110e-01,4.122590416948937464e-01,2.233306799457154546e-01
1.270281175689895070e+00,2.359990297357044575e+00,1.428310674328804764e+00,5.256912615216263740e-01,3.053134023880896830e-01,2.084787122261636760e+00,2.988329792729730983e+00,3.236173142966303762e-01,2.240115797930062602e-01,3.965562435017123133e-01,5.821108172887049514e-01,7.203353563408533278e-01,3.385378677299461514e-01
2.421812239502771469e+00,5.399012157476413831e-01,2.137388533891349862e+00,1.882998627467050934e+00,2.754787973554685632e+00,5.903433859508036008e+00,2.859640381032225953e+00,4.038324499466870443e-01,4.318329605454922504e-01,6.905385603224394320e-01,5.743940751963166891e-01,7.149698353114403160e-01,2.527881819503945415e-01
7.628718941803070308e+00,1.307535120194817679e+01,2.624015339527663215e+01,2.263040079059081577e+01,2.355522838846950862e+01,2.218221460259445976e+01,5.399875734254512061e+00,1.438474019792003178e+00,7.245899162891519252e-01,6.277325941061304704e-01,2.646496778001030670e-01,9.013125909946534398e-01,5.221460833947740854e-01
1.707402129133973645e+01,3.160675760700182835e+01,5.587128329836764351e+01,4.237108801139271463e+01,3.530384280094077099e+01,3.139088636345794825e+01,2.848488804987250322e+00,2.426283241155592907e-01,1.875522511358066691e+00,2.555839818486991266e+00,5.733106765267489413e-01,5.796369376455964284e-01,1.259089348438984901e+00
1.923659322781518100e+01,3.149666602088001355e+01,3.463458521522872502e+01,1.855870691336947687e+01,1.215190283814175487e+01,1.547503542929726628e+01,9.991162611757344436e+00,7.063807203149572445e+00,8.780337199862477959e+00,8.780178098797023267e+00,5.147854642129378711e+00,5.443325479443951842e+00,2.211617809570459503e+00
7.830346603887898382e+00,7.026601372022108549e+00,3.233151501188769483e+00,2.829420159838220261e+00,2.307085188832677769e+00,3.988344506605182804e+00,6.977026039902485266e+00,7.418241519863078004e+00,7.922976875406984476e+00,7.678949257758429070e+00,1.254051766180577587e+01,2.072273220757930901e+01,1.495716261271508074e+01
2.361566222779489355e+00,1.146866965235020963e+00,1.750241494058423664e+00,9.675881507578236729e-01,4.806491968146318072e-01,3.323660908374924894e+00,4.791288661614780509e+00,1.422375436229913248e+00,2.180487380046939094e+00,1.386362001085031936e+00,7.598310590163408484e+00,2.199735718342997970e+01,2.477265607832316263e+01
2.114472462019573840e+00,1.144469138761362137e+00,4.093675831185860647e-01,8.819999667568203527e-01,1.514602024408166159e+00,3.109481090955969140e+00,4.970131934504355087e+00,7.261435066662015603e-02,7.701441190889303234e-01,4.977086334628818554e-01,2.269992557263386779e+00,6.400461658597071946e+00,1.215065084343096657e+01
2.811275142042564124e+00,1.295421621064463347e+00,6.204029061263458683e-02,1.304648198463668418e+00,9.685786656311452525e-01,4.704516937729716908e+00,4.542120629126043418e+00,4.030330618826106770e-01,8.127082056522145770e-01,1.799173630453221040e-01,7.766295125308805281e-01,1.123485666123627436e+00,1.543607103789199408e+00
1.518173486501104730e+00,6.579789342949838860e-01,6.946157526715301955e-01,1.322563914448164457e+00,6.157318863992301550e-01,4.740777898718762096e+00,4.403490677129559216e+00,5.327977017797915771e-01,4.298940519681460626e-01,3.922239818519477339e-01,1.423821105531412612e-01,2.775883938522204497e-01,8.211921411261899895e-01
6.738949020973526993e-01,1.117595541696056349e+00,1.033004179552227120e+00,1.125891163393647032e+00,3.313371542823859706e-01,6.879336544414664800e+00,4.233388566782195106e+00,3.339948288269508625e-01,3.285181874193431883e-01,2.761911095245274117e-01,1.399100638543874509e-01,2.949133902369383553e-01,2.933245674573409789e-01
1.192452127642840365e+00,1.259537208591051005e+00,2.623180932636500984e+00,4.321473398998090687e+00,5.039788242327691847e+00,7.207107956562468942e+00,2.684007273114240366e+00,2.810633810142092459e-01,1.949680605777458497e-01,2.935462250918901006e-01,4.569136498770367538e-01,5.606139313712283495e-02,2.104100879500993004e-01
9.719437838724553913e-01,4.280846463205351782e+00,7.300442200628492806e+00,8.863703145912015913e+00,9.965339449525624005e+00,3.416171386953321232e+00,3.386917431687200164e+00,1.099778082446604799e+00,9.115546837893250265e-01,3.917899200719916486e-01,4.094123665314334248e-01,1.915055659701030699e-01,2.589846290949651131e-01
5.793076855670832082e+00,8.675718694941245701e+00,4.479245603375153983e+00,4.444432606445991141e+00,5.115441174361022192e+00,1.075182165990171690e+01,5.420092650293774739e+00,3.182628369058098650e-01,4.615359399635838855e+00,1.389589430100946599e+00,1.365238150752910551e+00,6.136864695294365069e-01,3.719597677298386307e-01
5.799314521190022553e+00,5.585191538764557428e+00,8.938741892822765767e-01,2.076527888531574662e-01,3.714305567467083291e-01,9.371064085348560724e+00,1.084982024246854948e+01,1.377577734997448289e+01,2.339542494394356353e+01,1.779926587329223509e+01,6.274691624059092199e+00,2.179231629668890502e+00,1.120971233209763884e+00
1.669413971407996078e+00,9.892473612939481908e-01,2.457704332153865523e-01,2.669487098732850616e-01,4.677864543470788283e-01,9.231996675428726817e+00,3.773352438536399234e+01,3.725581634576426637e+01,3.252540130124582873e+01,2.972183195043014692e+01,2.008847961064559939e+01,6.243759901916298816e+00,1.382531035643698614e+00
2.652526292703047406e-01,3.210221127360619597e-01,2.392924094988496675e-01,3.654733066570812205e-01,7.493200729613304079e-01,7.573060460159253715e+00,3.590231575865775682e+01,2.570763202273621673e+01,1.187196661948743781e+01,1.197671803934462531e+01,3.034210590708127242e+01,1.264215634575642966e+01,5.832553557937700806e-01
2.338522283390097323e-01,2.093634941373541669e-01,1.796518162643086780e-01,1.143178508382325653e-01,6.318008349605600538e-01,4.480343942199839447e+00,1.039789957193468517e+01,4.040711812612548748e+00,9.643109341950879543e-01,1.825869702664683958e+00,1.502752190345244543e+01,2.449208964829000834e+01,5.838090763749092638e+00
2.650685609120954078e-01,6.865458574097983713e-02,2.847623622251068687e-01,3.893590480869242310e-01,4.816548501177858044e-01,2.097286801772413334e+00,2.147056520913321886e+00,1.925020518222944954e+00,8.840519987725004025e-01,8.914475104903341052e-01,5.435299610074246779e+00,1.816442778293459526e+01,1.039846601598954123e+01
2.395905326003495150e-01,1.020264691282779662e-01,2.928940807544497815e-01,2.370967708404317087e-01,2.945004930669071208e-01,1.030280521977112951e+00,1.886707649869466152e+00,3.157733299483159728e-01,6.470224658955614494e-01,4.445429247935083206e-01,1.599127742848849065e+00,3.774735922042641523e+00,7.272430827388985719e+00
1.542037197306500573e-01,1.901368436181126095e-02,2.886887705803004023e-01,1.064609630204642610e+00,1.310792481600459691e+00,1.832723012219517722e+00,9.142629459666981040e-01,7.405454610493183987e-01,8.130753485596006191e-01,6.416093423055883038e-01,1.702120352281447646e-01,1.608224163361096637e-01,1.121327490829270523e+00
